posicao_papel,ticker,horizonte,janela,episodios,protecao,prot_lo,taxa_base,passa_barra,corte,divisoes_usadas,divisoes_oferecidas,pregoes_medidos,inicio_medido,fim_medido
1,EGIE3,5,115,45,0.9777777777777777,0.8822956685817058,0.5250060401063059,True,-0.8757297539577542,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,5,116,45,0.9777777777777777,0.8822956685817058,0.5250060401063059,True,-0.8782484481925587,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,84,58,0.9655172413793104,0.8809226891196078,0.5153344602752958,True,-0.9189051784117855,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,87,58,0.9655172413793104,0.8809226891196078,0.5153344602752958,True,-0.9191923553382024,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,5,101,44,0.9772727272727273,0.8797584177936526,0.5250060401063059,True,-0.8993785436606007,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,166,44,0.9772727272727273,0.8797584177936526,0.5153344602752958,True,-0.8384337587685113,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,168,44,0.9772727272727273,0.8797584177936526,0.5153344602752958,True,-0.8357793528353199,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,167,44,0.9772727272727273,0.8797584177936526,0.5153344602752958,True,-0.8353132337373552,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,5,100,44,0.9772727272727273,0.8797584177936526,0.5250060401063059,True,-0.8986987624435384,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,5,102,44,0.9772727272727273,0.8797584177936526,0.5250060401063059,True,-0.8965997935326592,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,162,44,0.9772727272727273,0.8797584177936526,0.5153344602752958,True,-0.8316788165691704,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,5,99,44,0.9772727272727273,0.8797584177936526,0.5250060401063059,True,-0.8970335899044409,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,88,57,0.9649122807017544,0.8789293368037988,0.5153344602752958,True,-0.9146657887333486,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,92,57,0.9649122807017544,0.8789293368037988,0.5153344602752958,True,-0.9082727805189683,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,172,43,0.9767441860465116,0.8771095172986603,0.5153344602752958,True,-0.8351146259895974,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,5,117,43,0.9767441860465116,0.8771095172986603,0.5250060401063059,True,-0.8746768302066159,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,164,43,0.9767441860465116,0.8771095172986603,0.5153344602752958,True,-0.8321079053249048,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,5,119,43,0.9767441860465116,0.8771095172986603,0.5250060401063059,True,-0.8775514020424986,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,101,56,0.9642857142857143,0.8768681925420042,0.5153344602752958,True,-0.8993785436606007,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,90,55,0.9636363636363636,0.8747357429028499,0.5153344602752958,True,-0.908871673880282,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,91,55,0.9636363636363636,0.8747357429028499,0.5153344602752958,True,-0.910388550802578,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,170,42,0.9761904761904762,0.8743414428250078,0.5153344602752958,True,-0.8351833288214108,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,169,42,0.9761904761904762,0.8743414428250078,0.5153344602752958,True,-0.8348366496914739,4,4,4141,2010-01-04,2026-09-01
